Event,Fighter 1,KD F_1,Sig. str. landed F_1,Sig. str. thrown F_1,Sig. str. % F_1,Total str. landed F_1,Total str. thrown F_1,Td completed F_1,Td attempted F_1,Td % F_1,Sub. att F_1,Rev. F_1,Ctrl F_1,Head landed F_1,Head thrown F_1,Body landed F_1,Body thrown F_1,Leg landed F_1,Leg thrown F_1,Distance landed F_1,Distance thrown F_1,Clinch landed F_1,Clinch thrown F_1,Ground landed F_1,Ground thrown F_1,Fighter 2,KD F_2,Sig. str. landed F_2,Sig. str. thrown F_2,Sig. str. % F_2,Total str. landed F_2,Total str. thrown F_2,Td completed F_2,Td attempted F_2,Td % F_2,Sub. att F_2,Rev. F_2,Ctrl F_2,Head landed F_2,Head thrown F_2,Body landed F_2,Body thrown F_2,Leg landed F_2,Leg thrown F_2,Distance landed F_2,Distance thrown F_2,Clinch landed F_2,Clinch thrown F_2,Ground landed F_2,Ground thrown F_2
UFC 6: Clash of the Titans,David Abbott,2,7,12,0.58,7,12,0,0,,0,0,,7,12,0,0,0,0,0,1,6,6,1,5,John Matua,0,0,0,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
UFC Fight Night: Edgar vs. The Korean Zombie,SeungWoo Choi,1,95,187,0.5,158,254,0,0,,0,0,409.0,66,151,26,33,3,3,48,112,25,39,22,36,Suman Mokhtarian,0,33,79,0.41,67,115,0,1,0.0,0,0,29.0,14,47,8,19,11,13,29,74,2,3,2,2
UFC Fight Night: Till vs. Masvidal,Arnold Allen,1,37,111,0.33,41,117,0,0,,0,0,59.0,25,90,10,13,2,8,35,102,0,1,2,8,Jordan Rinaldi,0,30,104,0.28,30,105,0,3,0.0,0,0,0.0,5,61,6,13,19,30,30,103,0,1,0,0
UFC Fight Night: McGregor vs Brandao,Norman Parke,0,34,83,0.4,41,91,2,2,1.0,0,0,213.0,25,68,5,7,4,8,5,27,5,9,24,47,Naoyuki Kotani,0,8,35,0.22,16,43,0,7,0.0,0,0,62.0,5,26,1,3,2,6,7,32,1,3,0,0
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,Johny Hendricks,0,24,58,0.41,45,79,6,13,0.46,1,0,377.0,18,51,1,2,5,5,19,49,5,9,0,0,Rick Story,0,55,125,0.44,98,170,2,5,0.4,1,0,171.0,20,79,24,34,11,12,33,93,21,31,1,1
UFC 207: Nunes vs. Rousey,Brandon Thatch,0,8,14,0.57,9,15,0,0,,2,0,1.0,4,9,0,0,4,5,5,11,3,3,0,0,Niko Price,0,6,16,0.37,18,30,1,4,0.25,2,0,171.0,3,12,1,1,2,3,4,12,1,1,1,3
UFC Fight Night: Machida vs. Anders,Douglas Silva de Andrade,0,97,232,0.41,99,234,1,3,0.33,0,0,35.0,55,180,23,31,19,21,92,224,4,6,1,2,Marlon Vera,0,72,191,0.37,75,195,0,0,,0,0,1.0,28,138,22,29,22,24,71,187,1,3,0,1
UFC 212: Aldo vs. Holloway,Johnny Eduardo,0,16,30,0.53,16,30,0,0,,1,0,0.0,11,23,0,1,5,6,16,30,0,0,0,0,Matthew Lopez,0,43,57,0.75,59,73,1,1,1.0,0,0,76.0,43,57,0,0,0,0,4,12,0,0,39,45
UFC Fight Night: Chiesa vs. Magny,Warlley Alves,1,17,21,0.8,24,30,1,1,1.0,0,0,96.0,9,12,7,8,1,1,7,9,4,6,6,6,Mounir Lazzez,0,2,2,1.0,2,2,0,0,,0,0,42.0,1,1,1,1,0,0,0,0,2,2,0,0
UFC Fight Night: Te Huna vs Marquardt,Robert Whittaker,0,66,183,0.36,93,213,1,1,1.0,0,0,142.0,46,163,10,10,10,10,62,177,3,4,1,2,Mike Rhodes,0,47,146,0.32,52,153,0,2,0.0,0,0,37.0,25,115,4,8,18,23,44,142,3,4,0,0
UFC Fight Night: Gane vs. Volkov,Tim Means,0,53,93,0.56,94,134,1,4,0.25,0,0,483.0,20,55,29,33,4,5,32,70,17,19,4,4,Nicolas Dalby,0,54,116,0.46,84,146,0,4,0.0,0,0,91.0,37,93,13,19,4,4,35,88,19,28,0,0
UFC Fight Night: Rozenstruik vs. Sakai,Montana De La Rosa,0,29,55,0.52,66,113,2,3,0.66,0,0,412.0,28,53,0,1,1,1,2,22,0,0,27,33,Ariane Lipski,0,11,24,0.45,37,64,0,0,,0,0,0.0,5,15,6,9,0,0,11,24,0,0,0,0
UFC Fight Night: Mousasi vs. Hall 2,Ross Pearson,0,38,92,0.41,48,104,0,0,,0,0,8.0,5,40,26,45,7,7,36,89,2,3,0,0,Stevie Ray,0,49,117,0.41,50,119,1,3,0.33,0,0,192.0,13,71,14,21,22,25,46,108,3,9,0,0
UFC Fight Night: Holohan vs Smolka,Norman Parke,0,47,145,0.32,56,154,1,6,0.16,0,0,267.0,31,119,13,23,3,3,43,135,4,10,0,0,Reza Madadi,0,33,95,0.34,40,104,1,12,0.08,0,0,137.0,27,87,4,6,2,2,24,81,9,14,0,0
UFC 117: Silva vs Sonnen,Matt Hughes,1,2,16,0.12,2,16,0,0,,1,0,13.0,1,14,0,1,1,1,2,15,0,1,0,0,Ricardo Almeida,0,10,28,0.35,10,28,0,0,,0,0,0.0,5,20,2,5,3,3,9,27,1,1,0,0
UFC Fight Night: Manuwa vs. Anderson,Brad Pickett,0,51,113,0.45,65,132,2,4,0.5,0,0,211.0,42,93,4,7,5,13,38,100,1,1,12,12,Marlon Vera,1,67,143,0.46,72,149,0,0,,0,0,4.0,39,96,9,24,19,23,59,131,5,8,3,4
UFC 210: Cormier vs. Johnson 2,Myles Jury,0,36,52,0.69,44,62,1,1,1.0,0,0,183.0,36,51,0,1,0,0,1,5,0,0,35,47,Mike de la Torre,0,0,3,0.0,2,5,0,0,,0,0,0.0,0,3,0,0,0,0,0,3,0,0,0,0
UFC 223: Khabib vs. Iaquinta,Bec Rawlings,0,88,195,0.45,89,196,0,0,,0,0,9.0,46,147,14,18,28,30,82,188,6,7,0,0,Ashlee Evans-Smith,0,116,331,0.35,121,337,1,4,0.25,0,0,7.0,81,276,20,36,15,19,101,305,14,25,1,1
UFC Fight Night: Rozenstruik vs. Sakai,Alan Patrick,0,10,32,0.31,14,39,0,4,0.0,0,0,2.0,5,25,5,7,0,0,7,29,3,3,0,0,Mason Jones,0,46,85,0.54,57,100,2,3,0.66,0,0,221.0,32,67,13,17,1,1,11,37,9,13,26,35
UFC 169: Barao vs Faber 2,Clint Hester,1,72,200,0.36,74,202,2,3,0.66,0,0,71.0,51,175,11,14,10,11,67,193,2,2,3,5,Andy Enz,0,69,225,0.3,69,225,0,1,0.0,0,0,0.0,45,195,17,18,7,12,69,224,0,0,0,1
UFC 259: Blachowicz vs. Adesanya,Joseph Benavidez,0,46,114,0.4,61,130,0,0,,0,0,0.0,13,57,21,41,12,16,41,108,4,5,1,1,Askar Askarov,0,58,88,0.65,71,107,5,6,0.83,0,0,300.0,39,65,14,18,5,5,50,77,4,5,4,6
UFC Fight Night: Whittaker vs. Till,Nicolas Dalby,0,20,50,0.4,20,53,0,0,,0,0,26.0,10,38,8,10,2,2,17,44,3,6,0,0,Jesse Ronson,1,30,45,0.66,31,46,0,0,,1,0,21.0,22,34,1,4,7,7,21,32,2,5,7,8
UFC 198: Werdum vs Miocic,Demian Maia,0,17,20,0.85,91,110,3,10,0.3,2,0,723.0,17,20,0,0,0,0,2,3,0,0,15,17,Matt Brown,0,10,23,0.43,29,46,0,0,,0,1,59.0,9,20,0,1,1,2,2,12,0,1,8,10
UFC Fight Night: MacDonald vs Saffiedine,Albert Tumenov,2,4,12,0.33,4,12,0,0,,0,0,2.0,4,12,0,0,0,0,2,7,0,0,2,5,Matt Dwyer,0,0,6,0.0,0,6,0,0,,0,0,5.0,0,5,0,1,0,0,0,6,0,0,0,0
UFC on FOX: Dos Santos vs Miocic,Henry Cejudo,1,72,145,0.49,76,149,0,2,0.0,0,0,20.0,43,109,24,31,5,5,50,106,19,31,3,8,Dustin Kimura,0,25,161,0.15,25,161,0,1,0.0,0,0,0.0,16,143,8,17,1,1,24,160,1,1,0,0
UFC Fight Night: Marquardt vs Palhares,Cole Miller,1,24,78,0.3,24,78,1,4,0.25,1,0,39.0,18,71,3,3,3,4,23,75,0,2,1,1,Ross Pearson,0,26,71,0.36,30,75,0,0,,0,0,20.0,10,54,2,2,14,15,24,66,1,3,1,2
UFC on FX: Maynard vs Guida,Nick Catone,0,14,43,0.32,32,65,2,9,0.22,0,0,157.0,10,34,2,7,2,2,8,31,4,8,2,4,Chris Camozzi,0,34,69,0.49,55,94,0,0,,0,0,48.0,19,53,4,4,11,12,26,60,8,9,0,0
UFC 59: Reality Check,Thiago Alves,1,11,27,0.4,19,36,0,0,,0,0,12.0,5,17,4,5,2,5,5,19,4,6,2,2,Derrick Noble,0,18,45,0.4,26,53,0,0,,0,0,39.0,10,34,4,6,4,5,7,27,11,18,0,0
UFC Fight Night: Boetsch vs Henderson,Joe Soto,0,1,9,0.11,1,9,0,0,,0,0,0.0,1,7,0,0,0,2,1,8,0,1,0,0,Anthony Birchak,2,16,39,0.41,18,41,0,0,,0,0,8.0,11,32,2,3,3,4,5,20,9,15,2,4
UFC Fight Night: Hunt vs Mir,Brendan O'Reilly,0,8,17,0.47,12,21,1,1,1.0,0,0,46.0,3,12,4,4,1,1,3,9,5,7,0,1,Alan Jouban,1,32,40,0.8,37,45,0,0,,0,0,34.0,22,30,9,9,1,1,11,15,16,19,5,6
UFC 180: Werdum vs Hunt,Jessica Eye,0,80,185,0.43,84,189,0,0,,0,0,0.0,55,156,7,9,18,20,76,180,4,5,0,0,Leslie Smith,0,28,98,0.28,29,100,0,0,,0,0,0.0,21,88,1,4,6,6,26,96,2,2,0,0
UFC Fight Night: Henderson vs Khabilov,Patrick Cummins,0,32,55,0.58,49,73,3,5,0.6,1,0,235.0,29,51,2,3,1,1,5,16,2,3,25,36,Roger Narvaez,0,3,22,0.13,4,23,0,0,,0,0,0.0,3,21,0,0,0,1,3,22,0,0,0,0
UFC 115: Liddell vs Franklin,Carlos Condit,0,72,170,0.42,149,261,0,2,0.0,1,1,247.0,43,124,10,22,19,24,32,101,11,24,29,45,Rory MacDonald,0,29,70,0.41,40,82,3,8,0.37,0,1,228.0,22,60,4,7,3,3,20,53,7,11,2,6
The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,Kendall Grove,0,25,39,0.64,46,61,0,0,,6,2,205.0,12,25,10,10,3,4,5,12,11,14,9,13,Ed Herman,0,33,57,0.57,68,94,5,10,0.5,2,1,585.0,20,42,13,15,0,0,3,13,2,3,28,41
UFC 174: Johnson vs Bagautinov,Ryan Bader,0,53,94,0.56,107,154,7,16,0.43,0,0,500.0,22,61,16,18,15,15,17,49,10,13,26,32,Rafael Cavalcante,0,10,37,0.27,20,47,0,0,,0,0,31.0,10,34,0,1,0,2,7,31,3,5,0,1
UFC Fight Night: Diaz vs Neer,Nate Diaz,0,40,72,0.55,114,157,5,11,0.45,0,0,449.0,21,47,13,19,6,6,4,23,21,27,15,22,Josh Neer,0,26,50,0.52,48,74,4,8,0.5,4,0,336.0,20,40,3,7,3,3,4,10,16,30,6,10
UFC Fight Night: Shogun vs Sonnen,Mike Brown,0,3,3,1.0,3,3,0,0,,0,0,0.0,2,2,0,0,1,1,3,3,0,0,0,0,Steven Siler,1,6,16,0.37,6,17,0,0,,0,0,6.0,5,15,0,0,1,1,2,8,0,0,4,8
UFC Fight Night: Belfort vs. Gastelum,Rony Jason,1,18,36,0.5,95,116,0,1,0.0,0,0,233.0,14,30,3,5,1,1,11,26,0,0,7,10,Jeremy Kennedy,0,46,74,0.62,105,143,8,9,0.88,0,0,397.0,44,71,1,2,1,1,13,35,2,4,31,35
UFC Fight Night: Hunt vs Nelson,Yoshihiro Akiyama,0,57,119,0.47,94,165,2,5,0.4,0,0,475.0,51,113,6,6,0,0,26,60,0,1,31,58,Amir Sadollah,0,42,101,0.41,63,124,0,0,,0,0,12.0,24,77,4,5,14,19,31,84,6,8,5,9
UFC Fight Night: Vettori vs. Holland,Jim Miller,0,11,34,0.32,45,76,0,0,,0,0,123.0,7,26,2,4,2,4,9,31,2,2,0,1,Joe Solecki,0,19,42,0.45,93,146,1,4,0.25,0,0,563.0,12,33,2,4,5,5,18,41,1,1,0,0
UFC 228: Woodley vs. Till,Jessica Andrade,1,38,73,0.52,39,74,0,0,,0,0,1.0,32,66,4,5,2,2,31,65,7,8,0,0,Karolina Kowalkiewicz,0,24,56,0.42,25,58,0,0,,0,0,0.0,15,46,5,6,4,4,18,49,6,7,0,0
UFC 250: Nunes vs. Spencer,Charles Byrd,0,11,25,0.44,16,31,1,2,0.5,0,1,174.0,10,24,1,1,0,0,7,17,0,0,4,8,Maki Pitolo,0,29,59,0.49,33,65,3,3,1.0,0,0,112.0,20,48,9,11,0,0,16,39,5,5,8,15
UFC 20: Battle for the Gold,Ron Waterman,0,6,8,0.75,12,14,1,1,1.0,0,0,,6,8,0,0,0,0,0,0,0,0,6,8,Chris Condo,0,0,2,0.0,1,3,0,0,,0,0,,0,2,0,0,0,0,0,2,0,0,0,0
UFC Fight Night: Diaz vs Neer,Mike Massenzio,0,0,0,,7,10,1,1,1.0,1,0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,Drew McFedries,0,3,4,0.75,9,10,0,0,,1,0,0.0,3,4,0,0,0,0,0,1,0,0,3,3
UFC Fight Night: Whittaker vs. Till,Bethe Correia,0,56,143,0.39,83,178,1,5,0.2,0,0,121.0,40,117,14,20,2,6,46,126,9,15,1,2,Pannie Kianzad,0,103,199,0.51,106,205,0,0,,0,0,5.0,76,168,10,14,17,17,97,191,6,8,0,0
UFC Fight Night: Nogueira vs Davis,Johny Hendricks,1,7,8,0.87,9,10,0,0,,0,0,26.0,3,4,4,4,0,0,2,3,2,2,3,3,TJ Waldburger,0,3,9,0.33,3,9,0,1,0.0,0,0,31.0,0,6,2,2,1,1,2,8,1,1,0,0
UFC Fight Night: Holm vs. Correia,Andrei Arlovski,0,28,56,0.5,41,74,0,2,0.0,0,0,240.0,18,42,7,10,3,4,17,40,10,14,1,2,Marcin Tybura,0,51,92,0.55,127,188,2,3,0.66,0,0,517.0,46,83,3,7,2,2,5,22,4,5,42,65
UFC Fight Night: Jacare vs. Hermansson,John Lineker,0,106,256,0.41,106,256,1,2,0.5,1,0,14.0,57,177,39,64,10,15,105,250,1,6,0,0,Cory Sandhagen,0,120,275,0.43,128,283,2,4,0.5,0,0,36.0,72,218,16,23,32,34,119,273,1,2,0,0
UFC 116: Lesnar vs Carwin,Brendan Schaub,1,10,12,0.83,15,17,0,0,,0,0,7.0,10,12,0,0,0,0,2,4,2,2,6,6,Chris Tuchscherer,0,1,5,0.2,1,5,0,0,,0,0,0.0,0,4,0,0,1,1,1,5,0,0,0,0
UFC 184: Rousey vs Zingano,Mark Munoz,0,0,1,0.0,0,1,0,1,0.0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,Roan Carneiro,0,1,3,0.33,2,4,0,0,,1,0,53.0,0,2,0,0,1,1,1,3,0,0,0,0
UFC 38: Brawl at the Hall,Phillip Miller,0,30,53,0.56,82,114,4,22,0.18,0,0,583.0,24,45,4,6,2,2,8,14,7,11,15,28,James Zikic,0,29,66,0.43,55,93,0,1,0.0,1,0,166.0,20,56,8,9,1,1,8,25,11,18,10,23
UFC 202: Diaz vs. McGregor 2,Alberto Uda,0,4,9,0.44,21,27,1,2,0.5,0,0,212.0,3,8,1,1,0,0,1,5,0,0,3,4,Marvin Vettori,0,10,14,0.71,50,68,1,1,1.0,1,0,26.0,10,14,0,0,0,0,2,4,0,0,8,10
UFC 2: No Way Out,Jason DeLucia,0,3,5,0.6,20,25,0,1,0.0,5,4,,1,2,1,2,1,1,2,4,0,0,1,1,Scott Baker,0,0,2,0.0,14,23,1,1,1.0,0,2,,0,2,0,0,0,0,0,2,0,0,0,0
UFC Fight Night: Florian vs Gomi,Caol Uno,0,6,28,0.21,10,34,0,0,,0,0,0.0,2,17,0,2,4,9,6,28,0,0,0,0,Gleison Tibau,1,22,59,0.37,26,65,1,1,1.0,0,0,89.0,21,58,0,0,1,1,6,36,1,2,15,21
The Ultimate Fighter: Tournament of Champions Finale,Elvis Mutapcic,0,29,81,0.35,39,93,0,0,,0,0,258.0,22,68,1,5,6,8,14,55,1,1,14,25,Anthony Smith,1,48,90,0.53,52,94,0,0,,1,0,3.0,41,78,4,8,3,4,42,81,5,6,1,3
UFC on FOX: Dillashaw vs. Barao II,Jim Miller,0,45,110,0.4,61,127,2,3,0.66,0,0,130.0,21,78,8,14,16,18,42,103,1,5,2,2,Danny Castillo,0,35,103,0.33,51,120,0,6,0.0,0,0,140.0,22,82,5,11,8,10,33,98,0,2,2,3
UFC 155: Dos Santos vs Velasquez II,Melvin Guillard,0,57,112,0.5,62,117,0,1,0.0,1,0,59.0,31,85,10,11,16,16,49,101,3,3,5,8,Jamie Varner,0,32,97,0.32,66,148,7,10,0.7,1,0,235.0,23,83,7,12,2,2,27,86,5,11,0,0
UFC Fight Night: Cyborg vs. Lansberg,Erick Silva,1,55,116,0.47,62,125,0,0,,2,1,190.0,41,98,8,12,6,6,36,79,2,3,17,34,Luan Chagas,2,41,101,0.4,44,106,1,4,0.25,0,0,152.0,27,79,8,14,6,8,30,81,2,3,9,17
UFC Fight Night: Lewis vs. Abdurakhimov,Juliana Lima,0,56,124,0.45,90,161,4,6,0.66,0,0,424.0,22,81,20,23,14,20,24,87,24,28,8,9,JJ Aldrich,0,31,81,0.38,111,161,0,0,,0,0,46.0,13,59,18,22,0,0,8,51,19,25,4,5
UFC 187: Johnson vs Cormier,Mike Pyle,0,16,26,0.61,33,46,0,0,,2,1,42.0,10,16,5,9,1,1,7,16,2,3,7,7,Colby Covington,0,26,51,0.5,95,129,2,10,0.2,0,0,683.0,23,48,1,1,2,2,6,23,4,6,16,22
UFC 227: Dillashaw vs. Garbrandt 2,Ricardo Ramos,0,54,146,0.36,63,157,1,2,0.5,1,0,58.0,40,117,6,13,8,16,50,140,1,2,3,4,Kyung Ho Kang,0,65,157,0.41,101,198,1,2,0.5,0,0,127.0,38,120,6,12,21,25,60,151,0,0,5,6
UFC 103: Franklin vs Belfort,Josh Koscheck,1,9,17,0.52,9,17,0,0,,0,0,6.0,8,14,1,3,0,0,3,11,0,0,6,6,Frank Trigg,0,1,9,0.11,1,9,0,0,,0,0,0.0,1,7,0,1,0,1,1,9,0,0,0,0
UFC Fight Night: McGregor vs Brandao,Paddy Holohan,1,10,29,0.34,20,39,0,1,0.0,1,0,113.0,7,22,0,2,3,5,7,21,0,1,3,7,Josh Sampo,0,3,11,0.27,3,11,0,0,,1,0,0.0,2,8,1,2,0,1,3,11,0,0,0,0
UFC Fight Night: Maynard vs Diaz,Rick Story,0,47,172,0.27,67,192,2,3,0.66,1,1,263.0,31,153,12,15,4,4,36,152,7,10,4,10,Jesse Lennox,0,22,128,0.17,24,130,1,2,0.5,1,0,63.0,13,112,7,12,2,4,21,126,1,2,0,0
UFC Fight Night: McGregor vs Brandao,Cathal Pendred,0,11,40,0.27,16,46,3,5,0.6,1,0,122.0,7,33,3,5,1,2,9,37,1,2,1,1,Mike King,1,38,65,0.58,60,103,1,4,0.25,2,0,141.0,33,59,3,4,2,2,17,36,5,5,16,24
UFC Fight Night 1,Chris Leben,0,26,63,0.41,185,234,1,5,0.2,0,0,547.0,17,51,4,5,5,7,9,24,12,27,5,12,Patrick Cote,0,26,63,0.41,30,67,1,2,0.5,0,0,121.0,18,51,4,7,4,5,8,28,15,29,3,6
UFC on FOX: Henderson vs Diaz,Daron Cruickshank,1,52,91,0.57,55,95,0,0,,0,0,1.0,28,61,21,27,3,3,30,57,22,34,0,0,Henry Martinez,0,21,102,0.2,29,123,0,2,0.0,0,0,129.0,16,93,1,4,4,5,17,87,4,15,0,0
The Ultimate Fighter: The Comeback Finale,Martin Kampmann,1,101,200,0.5,109,208,0,0,,0,0,100.0,74,173,14,14,13,13,79,172,20,26,2,2,Thales Leites,1,46,171,0.26,53,178,1,12,0.08,0,0,151.0,37,160,7,9,2,2,36,153,7,10,3,8
UFC 102: Couture vs Nogueira,Todd Duffee,1,4,5,0.8,5,6,0,0,,0,0,4.0,4,5,0,0,0,0,1,1,0,0,3,4,Tim Hague,0,0,1,0.0,0,1,0,0,,0,0,0.0,0,1,0,0,0,0,0,1,0,0,0,0
UFC 227: Dillashaw vs. Garbrandt 2,Alex Perez,1,84,162,0.51,88,166,0,3,0.0,0,0,3.0,67,139,11,16,6,7,64,133,20,29,0,0,Jose Torres,0,29,76,0.38,30,77,0,0,,0,0,0.0,22,67,7,9,0,0,25,71,4,5,0,0
