W/L,Fighter,Kd,Str,Td,Sub,Weight class,Method,Round,Time,Event
win,Max Griffin  Carlos Condit,1  0,93  63,1  0,0  0,Welterweight,U-DEC,3.0,5:00,"UFC 264: Poirier vs. McGregor 3  July 10, 2021"
win,Michel Pereira  Niko Price,0  0,92  76,3  0,2  1,Welterweight,U-DEC,3.0,5:00,"UFC 264: Poirier vs. McGregor 3  July 10, 2021"
win,Ilia Topuria  Ryan Hall,0  0,18  10,0  0,0  0,Featherweight,KO/TKO  Punches,1.0,4:47,"UFC 264: Poirier vs. McGregor 3  July 10, 2021"
win,Dricus Du Plessis  Trevin Giles,1  0,25  10,2  0,0  0,Middleweight,KO/TKO  Punch,2.0,1:41,"UFC 264: Poirier vs. McGregor 3  July 10, 2021"
win,Jennifer Maia  Jessica Eye,0  0,98  100,0  2,0  0,Women's Flyweight,U-DEC,3.0,5:00,"UFC 264: Poirier vs. McGregor 3  July 10, 2021"
win,Brad Tavares  Omari Akhmedov,1  0,84  48,0  2,0  0,Middleweight,S-DEC,3.0,5:00,"UFC 264: Poirier vs. McGregor 3  July 10, 2021"
win,Zhalgas Zhumagulov  Jerome Rivera,0  0,10  11,0  0,1  0,Flyweight,SUB  Guillotine Choke,1.0,2:02,"UFC 264: Poirier vs. McGregor 3  July 10, 2021"
win,Ciryl Gane  Alexander Volkov,0  0,135  115,0  0,0  0,Heavyweight,U-DEC,5.0,5:00,"UFC Fight Night: Gane vs. Volkov  June 26, 2021"
win,Tanner Boser  Ovince Saint Preux,1  0,33  9,0  1,0  0,Heavyweight,KO/TKO  Punch,2.0,2:31,"UFC Fight Night: Gane vs. Volkov  June 26, 2021"
win,Timur Valiev  Raoni Barcelos,0  2,77  69,0  0,0  0,Bantamweight,M-DEC,3.0,5:00,"UFC Fight Night: Gane vs. Volkov  June 26, 2021"
nc  nc,Andre Fili  Daniel Pineda,0  0,34  15,1  0,0  0,Featherweight,CNC,2.0,0:46,"UFC Fight Night: Gane vs. Volkov  June 26, 2021"
win,Tim Means  Nicolas Dalby,0  0,53  54,1  0,0  0,Welterweight,U-DEC,3.0,5:00,"UFC Fight Night: Gane vs. Volkov  June 26, 2021"
win,Renato Moicano  Jai Herbert,0  0,26  7,5  0,1  0,Lightweight,SUB  Rear Naked Choke,2.0,4:34,"UFC Fight Night: Gane vs. Volkov  June 26, 2021"
win,Kennedy Nzechukwu  Danilo Marques,0  0,31  10,0  2,0  0,Light Heavyweight,KO/TKO  Punches,3.0,0:20,"UFC Fight Night: Gane vs. Volkov  June 26, 2021"
win,Shavkat Rakhmonov  Michel Prazeres,0  0,21  6,1  0,1  0,Welterweight,SUB  Rear Naked Choke,2.0,2:10,"UFC Fight Night: Gane vs. Volkov  June 26, 2021"
win,Jeremiah Wells  Warlley Alves,1  0,21  15,0  0,0  1,Welterweight,KO/TKO  Punch,2.0,0:30,"UFC Fight Night: Gane vs. Volkov  June 26, 2021"
win,Marcin Prachnio  Ike Villanueva,1  0,59  34,0  1,0  0,Light Heavyweight,KO/TKO  Kick,2.0,0:56,"UFC Fight Night: Gane vs. Volkov  June 26, 2021"
win,Julia Avila  Julija Stoliarenko,0  0,48  40,1  1,1  0,Women's Bantamweight,SUB  Rear Naked Choke,3.0,4:19,"UFC Fight Night: Gane vs. Volkov  June 26, 2021"
win,Charles Rosa  Justin Jaynes,0  0,51  44,2  2,2  2,Featherweight,S-DEC,3.0,5:00,"UFC Fight Night: Gane vs. Volkov  June 26, 2021"
win,Damir Hadzovic  Yancy Medeiros,0  0,121  103,2  2,0  2,Lightweight,U-DEC,3.0,5:00,"UFC Fight Night: Gane vs. Volkov  June 26, 2021"
win,Chan Sung Jung  Dan Ige,0  0,92  80,3  0,3  0,Featherweight,U-DEC,5.0,5:00,"UFC Fight Night: Jung vs. Ige  June 19, 2021"
win,Serghei Spivac  Aleksei Oleinik,0  0,71  59,0  1,0  1,Heavyweight,U-DEC,3.0,5:00,"UFC Fight Night: Jung vs. Ige  June 19, 2021"
win,Marlon Vera  Davey Grant,0  0,105  83,2  1,3  0,Bantamweight,U-DEC,3.0,5:00,"UFC Fight Night: Jung vs. Ige  June 19, 2021"
win,SeungWoo Choi  Julian Erosa,1  0,13  10,0  0,0  0,Featherweight,KO/TKO  Punch,1.0,1:37,"UFC Fight Night: Jung vs. Ige  June 19, 2021"
win,Bruno Silva  Wellington Turman,0  0,19  1,0  0,0  0,Middleweight,KO/TKO  Punches,1.0,4:45,"UFC Fight Night: Jung vs. Ige  June 19, 2021"
win,Matt Brown  Dhiego Lima,1  0,27  23,0  0,0  0,Welterweight,KO/TKO  Punch,2.0,3:02,"UFC Fight Night: Jung vs. Ige  June 19, 2021"
win,Nicolae Negumereanu  Aleksa Camur,0  0,71  102,1  0,0  0,Light Heavyweight,S-DEC,3.0,5:00,"UFC Fight Night: Jung vs. Ige  June 19, 2021"
win,Virna Jandiroba  Kanako Murata,0  0,36  23,0  0,1  0,Women's Strawweight,KO/TKO,2.0,5:00,"UFC Fight Night: Jung vs. Ige  June 19, 2021"
win,Khaos Williams  Matthew Semelsberger,0  0,91  64,0  0,0  0,Welterweight,U-DEC,3.0,5:00,"UFC Fight Night: Jung vs. Ige  June 19, 2021"
win,Josh Parisian  Roque Martinez,0  0,79  64,1  0,0  1,Heavyweight,S-DEC,3.0,5:00,"UFC Fight Night: Jung vs. Ige  June 19, 2021"
win,Ricky Glenn  Joaquim Silva,2  0,10  1,0  0,0  0,Lightweight,KO/TKO  Punches,1.0,0:37,"UFC Fight Night: Jung vs. Ige  June 19, 2021"
win,Casey O'Neill  Lara Procopio,0  0,71  41,1  2,2  0,Women's Flyweight,SUB  Rear Naked Choke,3.0,2:54,"UFC Fight Night: Jung vs. Ige  June 19, 2021"
win,Israel Adesanya  Marvin Vettori,0  0,96  58,0  4,0  0,Middleweight,U-DEC,5.0,5:00,"UFC 263: Adesanya vs. Vettori 2  June 12, 2021"
win,Brandon Moreno  Deiveson Figueiredo,1  0,47  24,2  1,2  0,Flyweight,SUB  Rear Naked Choke,3.0,2:26,"UFC 263: Adesanya vs. Vettori 2  June 12, 2021"
win,Leon Edwards  Nate Diaz,0  0,77  76,4  0,0  0,Welterweight,U-DEC,5.0,5:00,"UFC 263: Adesanya vs. Vettori 2  June 12, 2021"
win,Belal Muhammad  Demian Maia,0  0,45  21,0  1,0  0,Welterweight,U-DEC,3.0,5:00,"UFC 263: Adesanya vs. Vettori 2  June 12, 2021"
win,Paul Craig  Jamahal Hill,0  0,23  1,0  0,3  0,Light Heavyweight,KO/TKO  Punches,1.0,1:59,"UFC 263: Adesanya vs. Vettori 2  June 12, 2021"
win,Brad Riddell  Drew Dober,0  0,89  73,5  1,0  0,Lightweight,U-DEC,3.0,5:00,"UFC 263: Adesanya vs. Vettori 2  June 12, 2021"
win,Eryk Anders  Darren Stewart,0  0,44  33,0  2,0  0,Light Heavyweight,U-DEC,3.0,5:00,"UFC 263: Adesanya vs. Vettori 2  June 12, 2021"
win,Lauren Murphy  Joanne Calderwood,0  0,80  123,1  0,0  0,Women's Flyweight,S-DEC,3.0,5:00,"UFC 263: Adesanya vs. Vettori 2  June 12, 2021"
win,Movsar Evloev  Hakeem Dawodu,0  0,42  39,9  0,2  0,Featherweight,U-DEC,3.0,5:00,"UFC 263: Adesanya vs. Vettori 2  June 12, 2021"
win,Pannie Kianzad  Alexis Davis,0  0,124  132,0  1,0  0,Women's Bantamweight,U-DEC,3.0,5:00,"UFC 263: Adesanya vs. Vettori 2  June 12, 2021"
win,Terrance McKinney  Matt Frevola,1  0,4  0,0  0,0  0,Lightweight,KO/TKO  Punch,1.0,0:07,"UFC 263: Adesanya vs. Vettori 2  June 12, 2021"
win,Steven Peterson  Chase Hooper,0  0,49  31,1  3,2  2,Featherweight,U-DEC,3.0,5:00,"UFC 263: Adesanya vs. Vettori 2  June 12, 2021"
win,Fares Ziam  Luigi Vendramini,0  0,39  34,0  1,0  0,Lightweight,M-DEC,3.0,5:00,"UFC 263: Adesanya vs. Vettori 2  June 12, 2021"
win,Carlos Felipe  Jake Collier,0  0,94  130,0  0,0  0,Heavyweight,S-DEC,3.0,5:00,"UFC 263: Adesanya vs. Vettori 2  June 12, 2021"
win,Jairzinho Rozenstruik  Augusto Sakai,1  0,16  3,0  0,0  0,Heavyweight,KO/TKO  Punches,1.0,4:59,"UFC Fight Night: Rozenstruik vs. Sakai  June 05, 2021"
win,Marcin Tybura  Walt Harris,0  0,4  23,1  0,0  0,Heavyweight,KO/TKO  Punches,1.0,4:06,"UFC Fight Night: Rozenstruik vs. Sakai  June 05, 2021"
win,Roman Dolidze  Laureano Staropoli,0  0,14  9,5  3,0  0,Middleweight,U-DEC,3.0,5:00,"UFC Fight Night: Rozenstruik vs. Sakai  June 05, 2021"
win,Santiago Ponzinibbio  Miguel Baeza,0  0,121  104,0  0,0  0,Welterweight,U-DEC,3.0,5:00,"UFC Fight Night: Rozenstruik vs. Sakai  June 05, 2021"
win,Gregory Rodrigues  Dusko Todorovic,0  0,71  37,3  0,0  0,Middleweight,U-DEC,3.0,5:00,"UFC Fight Night: Rozenstruik vs. Sakai  June 05, 2021"
win,Montana De La Rosa  Ariane Lipski,0  0,29  11,2  0,0  0,Women's Flyweight,KO/TKO  Punches,2.0,4:27,"UFC Fight Night: Rozenstruik vs. Sakai  June 05, 2021"
win,Ilir Latifi  Tanner Boser,0  0,10  45,2  0,0  0,Heavyweight,S-DEC,3.0,5:00,"UFC Fight Night: Rozenstruik vs. Sakai  June 05, 2021"
win,Muslim Salikhov  Francisco Trinaldo,1  0,62  39,2  0,0  0,Welterweight,U-DEC,3.0,5:00,"UFC Fight Night: Rozenstruik vs. Sakai  June 05, 2021"
win,Kamuela Kirk  Makwan Amirkhani,0  0,28  20,0  5,3  0,Featherweight,U-DEC,3.0,5:00,"UFC Fight Night: Rozenstruik vs. Sakai  June 05, 2021"
nc  nc,Alan Patrick  Mason Jones,0  0,10  46,0  2,0  0,Lightweight,CNC,2.0,2:14,"UFC Fight Night: Rozenstruik vs. Sakai  June 05, 2021"
win,Manon Fiorot  Tabatha Ricci,1  0,84  17,1  0,0  0,Women's Flyweight,KO/TKO  Punches,2.0,3:00,"UFC Fight Night: Rozenstruik vs. Sakai  June 05, 2021"
win,Sean Woodson  Youssef Zalal,0  0,40  42,0  2,2  0,Featherweight,S-DEC,3.0,5:00,"UFC Fight Night: Rozenstruik vs. Sakai  June 05, 2021"
win,Claudio Puelles  Jordan Leavitt,0  0,20  21,4  2,0  0,Lightweight,U-DEC,3.0,5:00,"UFC Fight Night: Rozenstruik vs. Sakai  June 05, 2021"
win,Rob Font  Cody Garbrandt,0  0,176  63,2  3,0  0,Bantamweight,U-DEC,5.0,5:00,"UFC Fight Night: Font vs. Garbrandt  May 22, 2021"
win,Carla Esparza  Yan Xiaonan,0  0,27  5,3  0,0  0,Women's Strawweight,KO/TKO  Punches,2.0,2:58,"UFC Fight Night: Font vs. Garbrandt  May 22, 2021"
win,Jared Vanderaa  Justin Tafa,0  0,121  74,0  0,0  0,Heavyweight,U-DEC,3.0,5:00,"UFC Fight Night: Font vs. Garbrandt  May 22, 2021"
win,Norma Dumont  Felicia Spencer,0  0,68  47,1  0,0  0,Women's Featherweight,S-DEC,3.0,5:00,"UFC Fight Night: Font vs. Garbrandt  May 22, 2021"
win,Ricardo Ramos  Bill Algeo,0  0,53  76,8  0,1  0,Featherweight,U-DEC,3.0,5:00,"UFC Fight Night: Font vs. Garbrandt  May 22, 2021"
win,Jack Hermansson  Edmen Shahbazyan,0  0,55  40,3  0,0  1,Middleweight,U-DEC,3.0,5:00,"UFC Fight Night: Font vs. Garbrandt  May 22, 2021"
win,Ben Rothwell  Chris Barnett,0  0,60  33,1  0,2  0,Heavyweight,SUB  Guillotine Choke,2.0,2:07,"UFC Fight Night: Font vs. Garbrandt  May 22, 2021"
win,Court McGee  Claudio Silva,0  0,37  21,3  1,1  0,Welterweight,U-DEC,3.0,5:00,"UFC Fight Night: Font vs. Garbrandt  May 22, 2021"
win,Bruno Silva  Victor Rodriguez,1  0,6  0,0  0,0  0,Flyweight,KO/TKO  Punch,1.0,1:00,"UFC Fight Night: Font vs. Garbrandt  May 22, 2021"
win,Josh Culibao  Shayilan Nuerdanbieke,0  0,53  17,0  2,1  0,Featherweight,U-DEC,3.0,5:00,"UFC Fight Night: Font vs. Garbrandt  May 22, 2021"
win,David Dvorak  Juancamilo Ronderos,0  0,9  11,0  0,1  0,Flyweight,SUB  Rear Naked Choke,1.0,2:18,"UFC Fight Night: Font vs. Garbrandt  May 22, 2021"
win,Damir Ismagulov  Rafael Alves,0  1,56  30,2  0,0  1,Lightweight,U-DEC,3.0,5:00,"UFC Fight Night: Font vs. Garbrandt  May 22, 2021"
win,Charles Oliveira  Michael Chandler,2  0,24  30,1  0,0  1,Lightweight,KO/TKO  Punch,2.0,0:19,"UFC 262: Oliveira vs. Chandler  May 15, 2021"
win,Beneil Dariush  Tony Ferguson,0  0,23  15,3  0,1  1,Lightweight,U-DEC,3.0,5:00,"UFC 262: Oliveira vs. Chandler  May 15, 2021"
win,Rogerio Bontorin  Matt Schnell,0  0,72  65,1  0,0  0,Bantamweight,U-DEC,3.0,5:00,"UFC 262: Oliveira vs. Chandler  May 15, 2021"
win,Katlyn Chookagian  Viviane Araujo,0  0,127  89,0  1,0  1,Women's Flyweight,U-DEC,3.0,5:00,"UFC 262: Oliveira vs. Chandler  May 15, 2021"
win,Edson Barboza  Shane Burgos,1  0,98  80,0  0,0  0,Featherweight,KO/TKO  Punch,3.0,1:16,"UFC 262: Oliveira vs. Chandler  May 15, 2021"
win,Andre Muniz  Jacare Souza,0  0,7  11,2  1,1  0,Middleweight,SUB  Armbar,1.0,3:59,"UFC 262: Oliveira vs. Chandler  May 15, 2021"
win,Lando Vannata  Mike Grundy,0  0,80  32,1  3,0  0,Featherweight,S-DEC,3.0,5:00,"UFC 262: Oliveira vs. Chandler  May 15, 2021"
win,Jordan Wright  Jamie Pickett,1  0,26  4,0  0,0  0,Middleweight,KO/TKO  Knee,1.0,1:04,"UFC 262: Oliveira vs. Chandler  May 15, 2021"
win,Andrea Lee  Antonina Shevchenko,0  0,45  23,3  0,3  0,Women's Flyweight,SUB  Triangle Armbar,2.0,4:52,"UFC 262: Oliveira vs. Chandler  May 15, 2021"
win,Priscila Cachoeira  Gina Mazany,0  0,36  33,0  4,0  0,Women's Flyweight,KO/TKO  Punches,2.0,4:51,"UFC 262: Oliveira vs. Chandler  May 15, 2021"
win,Tucker Lutz  Kevin Aguilar,0  0,99  81,3  0,0  0,Featherweight,U-DEC,3.0,5:00,"UFC 262: Oliveira vs. Chandler  May 15, 2021"
win,Christos Giagos  Sean Soriano,0  0,22  33,3  0,1  0,Lightweight,SUB  D'Arce Choke,2.0,0:59,"UFC 262: Oliveira vs. Chandler  May 15, 2021"
win,Marina Rodriguez  Michelle Waterson,0  0,125  88,0  1,0  0,Women's Flyweight,U-DEC,5.0,5:00,"UFC Fight Night: Rodriguez vs. Waterson  May 08, 2021"
win,Alex Morono  Donald Cerrone,0  0,35  17,0  0,0  0,Welterweight,KO/TKO  Punches,1.0,4:40,"UFC Fight Night: Rodriguez vs. Waterson  May 08, 2021"
win,Neil Magny  Geoff Neal,0  0,55  35,2  1,0  0,Welterweight,U-DEC,3.0,5:00,"UFC Fight Night: Rodriguez vs. Waterson  May 08, 2021"
win,Marcos Rogerio de Lima  Maurice Greene,0  0,14  5,3  0,0  0,Heavyweight,U-DEC,3.0,5:00,"UFC Fight Night: Rodriguez vs. Waterson  May 08, 2021"
win,Gregor Gillespie  Diego Ferreira,0  0,45  31,4  0,0  0,Lightweight,KO/TKO  Punches,2.0,4:51,"UFC Fight Night: Rodriguez vs. Waterson  May 08, 2021"
win,Phil Hawes  Kyle Daukaus,0  0,66  28,2  0,1  0,Middleweight,U-DEC,3.0,5:00,"UFC Fight Night: Rodriguez vs. Waterson  May 08, 2021"
win,Michael Trizano  Ludovit Klein,0  0,56  45,0  4,1  0,Featherweight,U-DEC,3.0,5:00,"UFC Fight Night: Rodriguez vs. Waterson  May 08, 2021"
win,Junyong Park  Tafon Nchukwi,0  0,71  58,2  1,2  0,Middleweight,M-DEC,3.0,5:00,"UFC Fight Night: Rodriguez vs. Waterson  May 08, 2021"
win,Carlston Harris  Christian Aguilera,0  0,5  1,0  0,1  0,Welterweight,SUB  Anaconda Choke,1.0,2:52,"UFC Fight Night: Rodriguez vs. Waterson  May 08, 2021"
win,Jiri Prochazka  Dominick Reyes,1  0,77  63,1  1,0  1,Light Heavyweight,KO/TKO  Spinning Back Elbow,2.0,4:29,"UFC Fight Night: Reyes vs. Prochazka  May 01, 2021"
win,Giga Chikadze  Cub Swanson,1  0,12  4,0  0,0  0,Featherweight,KO/TKO  Kick,1.0,1:03,"UFC Fight Night: Reyes vs. Prochazka  May 01, 2021"
draw  draw,Ion Cutelaba  Dustin Jacoby,0  0,71  84,9  1,0  0,Light Heavyweight,S-DEC,3.0,5:00,"UFC Fight Night: Reyes vs. Prochazka  May 01, 2021"
win,Sean Strickland  Krzysztof Jotko,0  0,84  37,0  0,0  0,Middleweight,U-DEC,3.0,5:00,"UFC Fight Night: Reyes vs. Prochazka  May 01, 2021"
win,Merab Dvalishvili  Cody Stamann,0  0,71  48,5  1,1  0,Bantamweight,U-DEC,3.0,5:00,"UFC Fight Night: Reyes vs. Prochazka  May 01, 2021"
win,Luana Pinheiro  Randa Markos,0  0,29  18,5  0,0  0,Women's Strawweight,DQ,1.0,4:16,"UFC Fight Night: Reyes vs. Prochazka  May 01, 2021"
win,TJ Brown  Kai Kamaka,0  1,82  61,2  1,1  0,Featherweight,S-DEC,3.0,5:00,"UFC Fight Night: Reyes vs. Prochazka  May 01, 2021"
win,Luana Carolina  Poliana Botelho,0  0,25  34,0  1,0  0,Women's Flyweight,S-DEC,3.0,5:00,"UFC Fight Night: Reyes vs. Prochazka  May 01, 2021"
win,Loma Lookboonmee  Sam Hughes,0  0,84  49,4  0,0  0,Women's Strawweight,U-DEC,3.0,5:00,"UFC Fight Night: Reyes vs. Prochazka  May 01, 2021"
win,Andreas Michailidis  KB Bhullar,0  0,73  70,1  0,0  0,Middleweight,U-DEC,3.0,5:00,"UFC Fight Night: Reyes vs. Prochazka  May 01, 2021"
win,Felipe Colares  Luke Sanders,0  1,78  118,2  2,0  0,Featherweight,U-DEC,3.0,5:00,"UFC Fight Night: Reyes vs. Prochazka  May 01, 2021"
win,Kamaru Usman  Jorge Masvidal,1  0,21  31,2  0,0  0,Welterweight,KO/TKO  Punch,2.0,1:02,"UFC 261: Usman vs. Masvidal 2  April 24, 2021"
win,Rose Namajunas  Zhang Weili,1  0,5  7,0  0,0  0,Women's Strawweight,KO/TKO  Kick,1.0,1:18,"UFC 261: Usman vs. Masvidal 2  April 24, 2021"
win,Valentina Shevchenko  Jessica Andrade,0  0,32  10,7  0,1  0,Women's Flyweight,KO/TKO  Elbows,2.0,3:19,"UFC 261: Usman vs. Masvidal 2  April 24, 2021"
win,Uriah Hall  Chris Weidman,0  0,0  1,0  0,0  0,Middleweight,KO/TKO,1.0,0:17,"UFC 261: Usman vs. Masvidal 2  April 24, 2021"
win,Anthony Smith  Jimmy Crute,0  0,26  18,0  3,0  0,Light Heavyweight,KO/TKO,1.0,5:00,"UFC 261: Usman vs. Masvidal 2  April 24, 2021"
win,Randy Brown  Alex Oliveira,1  0,16  7,0  0,1  0,Welterweight,SUB  Rear Naked Choke,1.0,2:50,"UFC 261: Usman vs. Masvidal 2  April 24, 2021"
win,Dwight Grant  Stefan Sekulic,0  0,49  33,1  3,0  1,Welterweight,S-DEC,3.0,5:00,"UFC 261: Usman vs. Masvidal 2  April 24, 2021"
win,Brendan Allen  Karl Roberson,0  0,9  6,2  0,1  0,Middleweight,SUB  Ankle Lock,1.0,4:55,"UFC 261: Usman vs. Masvidal 2  April 24, 2021"
win,Pat Sabatini  Tristan Connelly,1  0,26  19,1  1,1  0,Featherweight,U-DEC,3.0,5:00,"UFC 261: Usman vs. Masvidal 2  April 24, 2021"
win,Danaa Batgerel  Kevin Natividad,1  0,7  3,0  0,0  0,Bantamweight,KO/TKO  Punch,1.0,0:50,"UFC 261: Usman vs. Masvidal 2  April 24, 2021"
win,Kazula Vargas  Rong Zhu,0  0,96  42,0  3,1  0,Lightweight,U-DEC,3.0,5:00,"UFC 261: Usman vs. Masvidal 2  April 24, 2021"
win,Jeff Molina  Aoriqileng,2  0,189  116,0  3,0  0,Flyweight,U-DEC,3.0,5:00,"UFC 261: Usman vs. Masvidal 2  April 24, 2021"
win,Ariane Carnelossi  Na Liang,0  0,24  19,0  3,0  1,Women's Strawweight,KO/TKO  Punches,2.0,1:28,"UFC 261: Usman vs. Masvidal 2  April 24, 2021"
win,Robert Whittaker  Kelvin Gastelum,0  0,150  62,4  1,0  0,Middleweight,U-DEC,5.0,5:00,"UFC Fight Night: Whittaker vs. Gastelum  April 17, 2021"
win,Andrei Arlovski  Chase Sherman,0  0,105  88,0  0,0  0,Heavyweight,U-DEC,3.0,5:00,"UFC Fight Night: Whittaker vs. Gastelum  April 17, 2021"
win,Jacob Malkoun  Abdul Razak Alhassan,0  0,27  21,8  0,2  0,Middleweight,U-DEC,3.0,5:00,"UFC Fight Night: Whittaker vs. Gastelum  April 17, 2021"
win,Tracy Cortez  Justine Kish,0  1,66  55,3  0,1  0,Women's Flyweight,S-DEC,3.0,5:00,"UFC Fight Night: Whittaker vs. Gastelum  April 17, 2021"
win,Luis Pena  Alexander Munoz,0  0,90  80,0  4,0  0,Lightweight,S-DEC,3.0,5:00,"UFC Fight Night: Whittaker vs. Gastelum  April 17, 2021"
win,Alexandr Romanov  Juan Espino,0  0,32  12,2  4,0  0,Heavyweight,S-DEC,3.0,1:05,"UFC Fight Night: Whittaker vs. Gastelum  April 17, 2021"
win,Jessica Penne  Loopy Godinez,0  0,31  40,1  3,0  0,Women's Strawweight,S-DEC,3.0,5:00,"UFC Fight Night: Whittaker vs. Gastelum  April 17, 2021"
win,Gerald Meerschaert  Bartosz Fabinski,0  0,8  6,0  1,1  0,Middleweight,SUB  Guillotine Choke,1.0,2:00,"UFC Fight Night: Whittaker vs. Gastelum  April 17, 2021"
win,Austin Hubbard  Dakota Bush,0  0,67  41,1  1,0  0,Lightweight,U-DEC,3.0,5:00,"UFC Fight Night: Whittaker vs. Gastelum  April 17, 2021"
win,Tony Gravely  Anthony Birchak,2  0,39  18,4  0,0  1,Bantamweight,KO/TKO  Punch,2.0,1:31,"UFC Fight Night: Whittaker vs. Gastelum  April 17, 2021"
win,Marvin Vettori  Kevin Holland,0  0,24  37,11  0,1  0,Middleweight,U-DEC,5.0,5:00,"UFC Fight Night: Vettori vs. Holland  April 10, 2021"
win,Arnold Allen  Sodiq Yusuff,1  0,21  47,2  0,0  1,Featherweight,U-DEC,3.0,5:00,"UFC Fight Night: Vettori vs. Holland  April 10, 2021"
win,Julian Marquez  Sam Alvey,1  0,61  29,0  0,1  0,Middleweight,SUB  Rear Naked Choke,2.0,2:07,"UFC Fight Night: Vettori vs. Holland  April 10, 2021"
win,Mackenzie Dern  Nina Nunes,0  0,12  4,1  0,1  0,Women's Strawweight,SUB  Armbar,1.0,4:48,"UFC Fight Night: Vettori vs. Holland  April 10, 2021"
win,Daniel Rodriguez  Mike Perry,0  0,129  61,0  2,0  0,Welterweight,U-DEC,3.0,5:00,"UFC Fight Night: Vettori vs. Holland  April 10, 2021"
win,Joe Solecki  Jim Miller,0  0,19  11,1  0,0  0,Lightweight,U-DEC,3.0,5:00,"UFC Fight Night: Vettori vs. Holland  April 10, 2021"
win,Mateusz Gamrot  Scott Holtzman,1  0,39  10,2  0,0  0,Lightweight,KO/TKO  Punches,2.0,1:22,"UFC Fight Night: Vettori vs. Holland  April 10, 2021"
win,John Makdessi  Ignacio Bahamondes,0  0,124  112,0  0,0  0,Lightweight,S-DEC,3.0,5:00,"UFC Fight Night: Vettori vs. Holland  April 10, 2021"
win,Jarjis Danho  Yorgan De Castro,1  0,10  2,0  0,0  0,Heavyweight,KO/TKO  Punch,1.0,3:02,"UFC Fight Night: Vettori vs. Holland  April 10, 2021"
win,Jack Shore  Hunter Azure,0  0,36  45,6  0,0  1,Bantamweight,S-DEC,3.0,5:00,"UFC Fight Night: Vettori vs. Holland  April 10, 2021"
win,Luis Saldana  Jordan Griffin,0  0,36  33,0  4,1  2,Featherweight,U-DEC,3.0,5:00,"UFC Fight Night: Vettori vs. Holland  April 10, 2021"
win,Da-Un Jung  William Knight,0  0,28  17,8  0,0  0,Light Heavyweight,U-DEC,3.0,5:00,"UFC Fight Night: Vettori vs. Holland  April 10, 2021"
win,Impa Kasanganay  Sasha Palatnikov,0  0,13  13,2  0,1  0,Welterweight,SUB  Rear Naked Choke,2.0,0:26,"UFC Fight Night: Vettori vs. Holland  April 10, 2021"
win,Francis Ngannou  Stipe Miocic,2  0,36  12,1  0,0  0,Heavyweight,KO/TKO  Punch,2.0,0:52,"UFC 260: Miocic vs. Ngannou  March 27, 2021"
win,Vicente Luque  Tyron Woodley,0  0,25  18,0  0,1  0,Welterweight,SUB  D'Arce Choke,1.0,3:56,"UFC 260: Miocic vs. Ngannou  March 27, 2021"
win,Sean O'Malley  Thomas Almeida,2  0,86  25,0  1,0  0,Bantamweight,KO/TKO  Punch,3.0,3:52,"UFC 260: Miocic vs. Ngannou  March 27, 2021"
win,Miranda Maverick  Gillian Robertson,0  0,71  27,3  2,0  1,Women's Flyweight,U-DEC,3.0,5:00,"UFC 260: Miocic vs. Ngannou  March 27, 2021"
win,Jamie Mullarkey  Khama Worthy,1  0,6  5,0  0,0  0,Lightweight,KO/TKO  Punch,1.0,0:46,"UFC 260: Miocic vs. Ngannou  March 27, 2021"
win,Alonzo Menifield  Fabio Cherant,0  0,3  0,1  0,1  0,Light Heavyweight,SUB  Von Flue Choke,1.0,1:11,"UFC 260: Miocic vs. Ngannou  March 27, 2021"
win,Abubakar Nurmagomedov  Jared Gooden,0  0,60  43,1  0,0  0,Welterweight,U-DEC,3.0,5:00,"UFC 260: Miocic vs. Ngannou  March 27, 2021"
win,Michal Oleksiejczuk  Modestas Bukauskas,0  0,56  58,0  0,0  0,Light Heavyweight,S-DEC,3.0,5:00,"UFC 260: Miocic vs. Ngannou  March 27, 2021"
win,Omar Morales  Shane Young,0  0,69  46,2  1,0  0,Featherweight,U-DEC,3.0,5:00,"UFC 260: Miocic vs. Ngannou  March 27, 2021"
win,Marc-Andre Barriault  Abu Azaitar,1  0,141  108,0  0,0  0,Middleweight,KO/TKO  Punches,3.0,4:56,"UFC 260: Miocic vs. Ngannou  March 27, 2021"
win,Derek Brunson  Kevin Holland,0  0,43  36,6  1,1  0,Middleweight,U-DEC,5.0,5:00,"UFC Fight Night: Brunson vs. Holland  March 20, 2021"
win,Max Griffin  Song Kenan,1  0,17  14,0  0,0  0,Welterweight,KO/TKO  Punch,1.0,2:20,"UFC Fight Night: Brunson vs. Holland  March 20, 2021"
win,Montserrat Conejo  Cheyanne Buys,0  0,15  31,4  0,2  0,Women's Strawweight,U-DEC,3.0,5:00,"UFC Fight Night: Brunson vs. Holland  March 20, 2021"
win,Adrian Yanez  Gustavo Lopez,2  0,41  23,0  0,0  0,Bantamweight,KO/TKO  Punch,3.0,0:27,"UFC Fight Night: Brunson vs. Holland  March 20, 2021"
win,Tai Tuivasa  Harry Hunsucker,1  0,14  2,0  0,0  0,Heavyweight,KO/TKO  Punches,1.0,0:49,"UFC Fight Night: Brunson vs. Holland  March 20, 2021"
win,Macy Chiasson  Marion Reneau,0  0,51  30,1  2,0  0,Women's Bantamweight,U-DEC,3.0,5:00,"UFC Fight Night: Brunson vs. Holland  March 20, 2021"
